match_id,tournament_id,venue_id,match_date,team_1,team_2,toss_winner,toss_decision,batting_team,chasing_team,player_of_match,match_winner,match_win_by_runs,match_win_by_wickets,highlights_url,match_url,match_description
287,5,19,['2008-05-23'],239,505,239,field,505,239,7653,239,NA,6,NA,NA,NA
288,5,33,['2008-05-24'],403,533,403,field,533,403,2485,403,NA,5,NA,NA,NA
289,5,32,['2008-05-24'],534,423,423,bat,423,534,8504,423,10,NA,NA,NA,NA
290,5,14,['2008-05-03'],283,505,505,field,283,505,186,283,3,NA,NA,NA,NA
291,5,15,['2008-05-25'],52,239,239,bat,239,52,4036,52,NA,3,NA,NA,NA
292,5,31,['2008-05-26'],423,533,423,field,533,423,3792,423,NA,5,NA,NA,NA
293,5,21,['2008-05-27'],505,534,505,bat,505,534,2969,534,NA,7,NA,NA,NA
294,5,4,['2008-05-30'],403,423,403,field,423,403,8034,423,105,NA,NA,NA,NA
295,5,4,['2008-05-31'],534,239,239,bat,239,534,8719,534,NA,9,NA,NA,NA
296,5,27,['2008-06-01'],534,423,423,field,534,423,2759,423,NA,3,NA,NA,NA
297,5,5,['2009-04-18'],534,533,534,field,533,534,2998,533,19,NA,NA,NA,NA
298,5,5,['2009-04-18'],283,423,283,bat,283,423,2221,283,75,NA,NA,NA,NA
299,5,5,['2009-04-19'],403,239,403,field,239,403,2037,403,NA,10,NA,NA,NA
300,5,5,['2009-04-19'],505,52,52,bat,52,505,2677,505,NA,8,NA,NA,NA
301,5,18,['2009-04-20'],283,534,534,bat,534,283,4596,534,92,NA,NA,NA,NA
302,5,8,['2009-04-21'],239,52,52,field,239,52,9246,52,11,NA,NA,NA,NA
303,5,5,['2009-04-22'],283,505,505,bat,505,283,7504,505,24,NA,NA,NA,NA
304,5,8,['2009-04-23'],534,403,403,bat,403,534,8304,403,9,NA,NA,NA,NA
305,5,5,['2009-04-23'],52,423,52,field,423,52,2759,TIE,NA,NA,NA,NA,NA
306,5,8,['2009-04-24'],283,239,283,bat,283,239,5311,239,NA,7,NA,NA,NA
307,5,8,['2009-04-25'],505,533,505,bat,505,533,2796,505,12,NA,NA,NA,NA
308,5,18,['2009-04-26'],283,403,283,bat,283,403,4153,403,NA,6,NA,NA,NA
309,5,5,['2009-04-26'],239,423,239,bat,239,423,4946,239,27,NA,NA,NA,NA
310,5,8,['2009-04-27'],534,505,505,field,534,505,8404,505,NA,6,NA,NA,NA
311,5,18,['2009-04-27'],52,533,533,bat,533,52,2998,533,92,NA,NA,NA,NA
312,5,16,['2009-04-28'],403,423,403,bat,403,423,2759,423,NA,5,NA,NA,NA
313,5,8,['2009-04-29'],283,52,52,bat,52,283,8084,283,NA,5,NA,NA,NA
314,5,8,['2009-04-29'],239,533,239,bat,239,533,4946,239,3,NA,NA,NA,NA
315,5,16,['2009-04-30'],505,403,403,field,505,403,7776,403,NA,6,NA,NA,NA
316,5,16,['2009-04-30'],534,423,423,field,534,423,2969,534,38,NA,NA,NA,NA
317,5,28,['2009-05-01'],52,533,533,bat,533,52,8272,533,9,NA,NA,NA,NA
318,5,8,['2009-05-01'],283,239,283,bat,283,239,3273,283,8,NA,NA,NA,NA
319,5,18,['2009-05-02'],505,423,505,bat,505,423,2759,423,NA,3,NA,NA,NA
320,5,7,['2009-05-02'],534,403,403,field,534,403,2459,534,18,NA,NA,NA,NA
321,5,18,['2009-05-03'],239,52,52,bat,52,239,4463,239,NA,6,NA,NA,NA
322,5,7,['2009-05-03'],283,533,533,bat,533,283,8637,283,NA,9,NA,NA,NA
323,5,28,['2009-05-04'],534,505,534,bat,534,505,2235,534,78,NA,NA,NA,NA
324,5,8,['2009-05-05'],239,423,239,field,423,239,8896,423,78,NA,NA,NA,NA
325,5,8,['2009-05-05'],403,52,52,bat,52,403,2364,403,NA,9,NA,NA,NA
326,5,16,['2009-05-06'],505,533,505,bat,505,533,2818,505,19,NA,NA,NA,NA
327,5,16,['2009-05-07'],283,423,423,field,283,423,793,423,NA,7,NA,NA,NA
328,5,16,['2009-05-07'],534,239,534,bat,534,239,7529,534,12,NA,NA,NA,NA
329,5,28,['2009-05-08'],403,533,533,bat,533,403,2603,403,NA,7,NA,NA,NA
330,5,13,['2009-05-09'],505,239,239,field,505,239,4463,239,NA,3,NA,NA,NA
331,5,13,['2009-05-09'],534,423,423,bat,423,534,2209,534,NA,7,NA,NA,NA
332,5,18,['2009-05-10'],283,533,533,bat,533,283,8272,533,16,NA,NA,NA,NA
333,5,7,['2009-05-10'],403,52,403,field,52,403,2545,403,NA,7,NA,NA,NA
334,5,13,['2009-05-11'],505,423,505,bat,505,423,9429,505,53,NA,NA,NA,NA
335,5,16,['2009-05-12'],283,52,283,field,52,283,2030,283,NA,6,NA,NA,NA
336,5,16,['2009-05-12'],239,533,239,bat,239,533,2391,533,NA,8,NA,NA,NA
337,5,8,['2009-05-13'],505,403,505,field,403,505,2184,403,12,NA,NA,NA,NA
338,5,8,['2009-05-14'],283,534,534,bat,534,283,2030,283,NA,2,NA,NA,NA
339,5,8,['2009-05-14'],533,423,423,bat,423,533,8039,423,2,NA,NA,NA,NA
340,5,25,['2009-05-15'],403,239,239,field,403,239,7727,239,NA,6,NA,NA,NA
341,5,18,['2009-05-16'],534,533,533,bat,533,534,7529,534,NA,7,NA,NA,NA
342,5,7,['2009-05-16'],505,52,505,field,52,505,2818,505,NA,6,NA,NA,NA
343,5,7,['2009-05-17'],505,239,505,field,239,505,3273,239,1,NA,NA,NA,NA
344,5,25,['2009-05-17'],403,423,403,bat,403,423,8304,403,14,NA,NA,NA,NA
345,5,16,['2009-05-18'],534,52,534,bat,534,52,7484,52,NA,7,NA,NA,NA
346,5,7,['2009-05-19'],283,403,403,bat,403,283,8637,283,NA,7,NA,NA,NA
347,5,8,['2009-05-20'],52,423,52,field,423,52,2701,52,NA,4,NA,NA,NA
348,5,8,['2009-05-20'],534,239,534,bat,534,239,4596,534,24,NA,NA,NA,NA
349,5,16,['2009-05-21'],403,533,403,field,533,403,2829,403,NA,4,NA,NA,NA
350,5,16,['2009-05-21'],283,505,283,bat,283,505,2870,283,12,NA,NA,NA,NA
351,5,16,['2009-05-22'],403,505,505,field,403,505,7504,505,NA,6,NA,NA,NA
352,5,7,['2009-05-23'],283,534,283,field,534,283,2870,283,NA,6,NA,NA,NA
353,5,7,['2009-05-24'],283,505,283,field,505,283,2395,505,6,NA,NA,NA,NA
354,5,27,['2010-03-12'],505,52,505,field,52,505,4624,52,11,NA,NA,NA,NA
355,5,11,['2010-03-13'],533,423,533,bat,533,423,2759,533,4,NA,NA,NA,NA
356,5,19,['2010-03-13'],239,403,403,field,239,403,2364,403,NA,5,NA,NA,NA
357,5,15,['2010-03-14'],52,283,52,field,283,52,2986,52,NA,7,NA,NA,NA
358,5,32,['2010-03-14'],534,505,505,bat,505,534,5055,505,31,NA,NA,NA,NA
359,5,22,['2010-03-15'],423,403,403,field,423,403,2829,403,NA,6,NA,NA,NA
360,5,14,['2010-03-16'],283,239,239,bat,239,283,8637,283,NA,8,NA,NA,NA
361,5,15,['2010-03-16'],52,534,534,bat,534,52,2235,534,55,NA,NA,NA,NA
362,5,33,['2010-03-17'],403,533,403,field,533,403,2998,533,98,NA,NA,NA,NA
363,5,14,['2010-03-18'],283,423,283,field,423,283,8637,283,NA,10,NA,NA,NA
364,5,33,['2010-03-19'],403,534,403,bat,403,534,7529,534,NA,5,NA,NA,NA
365,5,12,['2010-03-19'],505,239,239,field,505,239,7844,505,6,NA,NA,NA,NA
366,5,22,['2010-03-20'],423,52,423,bat,423,52,2438,423,34,NA,NA,NA,NA
367,5,11,['2010-03-20'],533,283,533,bat,533,283,8637,283,NA,7,NA,NA,NA
368,5,12,['2010-03-21'],505,403,505,bat,505,403,7844,505,10,NA,NA,NA,NA
369,5,32,['2010-03-21'],534,239,534,field,239,534,8992,TIE,NA,NA,NA,NA,NA
370,5,11,['2010-03-22'],533,52,52,bat,52,533,2998,533,NA,7,NA,NA,NA
371,5,14,['2010-03-23'],283,534,534,field,283,534,3009,283,36,NA,NA,NA,NA
372,5,19,['2010-03-24'],239,423,239,field,423,239,8012,423,31,NA,NA,NA,NA
373,5,11,['2010-03-25'],533,534,533,field,534,533,2998,533,NA,5,NA,NA,NA
374,5,22,['2010-03-26'],423,505,505,bat,505,423,2759,423,NA,8,NA,NA,NA
375,5,19,['2010-03-27'],239,52,52,bat,52,239,2986,52,39,NA,NA,NA,NA
376,5,14,['2010-03-25'],283,403,283,field,403,283,2475,403,17,NA,NA,NA,NA
377,5,22,['2010-03-28'],423,534,423,bat,423,534,2797,423,17,NA,NA,NA,NA
378,5,27,['2010-03-28'],505,533,505,field,533,505,2391,533,41,NA,NA,NA,NA
379,5,33,['2010-03-29'],403,52,403,bat,403,52,8038,403,40,NA,NA,NA,NA
380,5,11,['2010-03-30'],533,239,533,field,239,533,4634,533,NA,4,NA,NA,NA
381,5,32,['2010-03-31'],534,283,283,bat,283,534,2563,534,NA,5,NA,NA,NA
382,5,33,['2010-03-31'],403,423,403,bat,403,423,2485,403,67,NA,NA,NA,NA
383,5,15,['2010-04-01'],52,505,52,bat,52,505,2358,52,24,NA,NA,NA,NA
384,5,19,['2010-04-02'],239,283,239,bat,239,283,6324,283,NA,6,NA,NA,NA
385,5,32,['2010-04-03'],534,423,534,bat,534,423,2563,534,23,NA,NA,NA,NA
386,5,11,['2010-04-03'],533,505,533,bat,533,505,2864,533,63,NA,NA,NA,NA
387,5,15,['2010-04-04'],52,239,52,bat,52,239,4463,239,NA,8,NA,NA,NA
388,5,33,['2010-04-04'],403,283,403,bat,403,283,5546,403,37,NA,NA,NA,NA
389,5,6,['2010-04-05'],505,423,423,bat,423,505,8039,423,2,NA,NA,NA,NA
390,5,32,['2010-04-06'],534,533,534,bat,534,533,2969,534,24,NA,NA,NA,NA
391,5,31,['2010-04-07'],423,239,239,bat,239,423,136,423,NA,9,NA,NA,NA
392,5,15,['2010-04-07'],52,403,52,bat,52,403,2358,52,14,NA,NA,NA,NA
393,5,14,['2010-04-08'],283,505,505,field,283,505,2642,505,NA,7,NA,NA,NA
394,5,19,['2010-04-09'],239,533,533,bat,533,239,4946,239,NA,6,NA,NA,NA
395,5,6,['2010-04-10'],505,534,534,bat,534,505,7544,505,NA,6,NA,NA,NA
396,5,14,['2010-04-10'],283,52,283,field,52,283,3019,283,NA,7,NA,NA,NA
397,5,33,['2010-04-11'],403,239,403,bat,403,239,2258,239,NA,7,NA,NA,NA
398,5,31,['2010-04-11'],423,533,423,field,533,423,2998,533,37,NA,NA,NA,NA
399,5,6,['2010-04-12'],505,283,283,field,505,283,1628,505,13,NA,NA,NA,NA
400,5,11,['2010-04-13'],533,403,533,bat,533,403,9370,533,39,NA,NA,NA,NA
401,5,32,['2010-04-13'],534,52,52,bat,52,534,2079,534,NA,9,NA,NA,NA
402,5,31,['2010-04-14'],423,283,423,bat,423,283,6324,283,NA,5,NA,NA,NA
403,5,32,['2010-04-15'],534,403,534,bat,534,403,2364,403,NA,6,NA,NA,NA
404,5,26,['2010-04-16'],239,505,505,field,239,505,2818,505,NA,5,NA,NA,NA
405,5,14,['2010-04-17'],283,533,283,field,533,283,8683,533,57,NA,NA,NA,NA
406,5,15,['2010-04-17'],52,423,423,bat,423,52,3013,52,NA,8,NA,NA,NA
407,5,26,['2010-04-18'],239,534,534,field,239,534,2235,534,NA,6,NA,NA,NA
408,5,33,['2010-04-18'],403,505,505,bat,505,403,7844,505,11,NA,NA,NA,NA
409,5,15,['2010-04-19'],52,533,533,bat,533,52,2484,52,NA,9,NA,NA,NA
410,5,27,['2010-04-21'],283,533,533,bat,533,283,9370,533,35,NA,NA,NA,NA
411,5,27,['2010-04-22'],534,505,534,bat,534,505,7221,534,38,NA,NA,NA,NA
412,5,27,['2010-04-24'],283,505,505,bat,505,283,2395,283,NA,9,NA,NA,NA
413,5,27,['2010-04-25'],534,533,534,bat,534,533,2969,534,22,NA,NA,NA,NA
414,5,32,['2011-04-08'],534,52,534,bat,534,52,2107,534,2,NA,NA,NA,NA
415,5,21,['2011-04-09'],505,423,423,field,505,423,2982,423,NA,8,NA,NA,NA
416,5,23,['2011-04-09'],412,283,412,bat,412,283,8304,283,NA,6,NA,NA,NA
417,5,33,['2011-04-10'],403,533,403,bat,403,533,4634,533,NA,8,NA,NA,NA
418,5,27,['2011-04-10'],95,239,239,bat,239,95,3248,95,NA,7,NA,NA,NA
419,5,15,['2011-04-11'],52,505,52,bat,52,505,8637,52,9,NA,NA,NA,NA
420,5,31,['2011-04-12'],423,403,403,bat,403,423,8039,423,NA,6,NA,NA,NA
421,5,14,['2011-04-12'],283,533,533,field,283,533,2998,533,NA,9,NA,NA,NA
422,5,19,['2011-04-13'],239,534,239,field,534,239,3041,239,NA,6,NA,NA,NA
423,5,27,['2011-04-13'],95,412,412,bat,412,95,2544,95,NA,4,NA,NA,NA
424,5,21,['2011-04-14'],505,283,283,field,505,283,8845,505,33,NA,NA,NA,NA
425,5,31,['2011-04-15'],423,52,52,field,423,52,2364,52,NA,9,NA,NA,NA
426,5,4,['2011-04-15'],533,412,412,field,533,412,1916,412,NA,8,NA,NA,NA
427,5,32,['2011-04-16'],534,283,534,bat,534,283,7421,534,21,NA,NA,NA,NA
428,5,21,['2011-04-16'],505,239,239,field,505,239,3041,239,NA,8,NA,NA,NA
429,5,27,['2011-04-17'],95,403,403,field,95,403,3273,403,NA,3,NA,NA,NA
430,5,15,['2011-04-17'],52,423,52,field,423,52,2206,52,NA,8,NA,NA,NA
431,5,23,['2011-04-18'],412,534,412,field,534,412,1916,412,NA,7,NA,NA,NA
432,5,33,['2011-04-19'],403,505,505,bat,505,403,1603,505,16,NA,NA,NA,NA
433,5,4,['2011-04-20'],533,95,95,bat,95,533,6406,533,NA,7,NA,NA,NA
434,5,15,['2011-04-20'],52,412,52,field,412,52,4463,412,6,NA,NA,NA,NA
435,5,19,['2011-04-21'],239,423,423,field,239,423,7653,239,48,NA,NA,NA,NA
436,5,4,['2011-04-22'],533,534,534,field,533,534,2391,533,8,NA,NA,NA,NA
437,5,15,['2011-04-22'],52,283,283,field,52,283,9246,283,NA,9,NA,NA,NA
438,5,33,['2011-04-23'],403,239,239,field,403,239,8038,403,29,NA,NA,NA,NA
439,5,21,['2011-04-24'],505,533,505,field,533,505,4634,533,37,NA,NA,NA,NA
440,5,31,['2011-04-24'],423,412,423,field,412,423,8039,423,NA,8,NA,NA,NA
441,5,32,['2011-04-25'],534,95,95,field,534,95,7421,534,25,NA,NA,NA,NA
442,5,33,['2011-04-26'],403,283,283,field,403,283,2422,283,NA,3,NA,NA,NA
443,5,27,['2011-04-27'],95,534,95,bat,95,534,7221,534,NA,8,NA,NA,NA
444,5,23,['2011-04-27'],412,505,412,field,505,412,2753,505,55,NA,NA,NA,NA
445,5,33,['2011-04-28'],403,52,403,field,52,403,2986,52,17,NA,NA,NA,NA
446,5,31,['2011-04-29'],423,533,423,field,533,423,8091,423,NA,7,NA,NA,NA
447,5,14,['2011-04-29'],283,95,95,field,283,95,2422,283,26,NA,NA,NA,NA
448,5,23,['2011-04-30'],412,403,403,bat,403,412,2829,403,38,NA,NA,NA,NA
449,5,15,['2011-04-30'],52,239,52,field,239,52,2425,52,NA,8,NA,NA,NA
450,5,31,['2011-05-01'],423,95,423,field,95,423,2030,423,NA,6,NA,NA,NA
451,5,32,['2011-05-01'],534,505,534,bat,534,505,8504,534,19,NA,NA,NA,NA
452,5,4,['2011-05-02'],533,239,239,field,533,239,9370,533,23,NA,NA,NA,NA
453,5,33,['2011-05-02'],403,412,412,field,403,412,2834,412,NA,7,NA,NA,NA
454,5,21,['2011-05-03'],505,52,505,field,52,505,2759,52,20,NA,NA,NA,NA
455,5,32,['2011-05-04'],534,423,423,bat,423,534,7421,534,NA,8,NA,NA,NA
456,5,27,['2011-05-04'],95,533,95,field,533,95,1627,533,21,NA,NA,NA,NA
457,5,23,['2011-05-05'],412,52,52,field,412,52,7484,412,17,NA,NA,NA,NA
458,5,21,['2011-05-05'],505,403,403,field,505,403,2829,403,NA,4,NA,NA,NA
459,5,14,['2011-05-06'],283,239,239,field,283,239,9246,283,85,NA,NA,NA,NA
460,5,15,['2011-05-07'],52,534,534,bat,534,52,2425,52,10,NA,NA,NA,NA
461,5,4,['2011-05-07'],533,403,403,field,533,403,2864,533,32,NA,NA,NA,NA
462,5,14,['2011-05-08'],283,412,412,bat,412,283,9246,283,NA,9,NA,NA,NA
463,5,19,['2011-05-08'],239,95,239,bat,239,95,1627,95,NA,5,NA,NA,NA
464,5,31,['2011-05-09'],423,534,423,field,534,423,2563,534,63,NA,NA,NA,NA
465,5,21,['2011-05-10'],505,95,505,bat,505,95,7654,95,NA,6,NA,NA,NA
466,5,19,['2011-05-10'],239,533,533,field,239,533,2180,239,76,NA,NA,NA,NA
467,5,31,['2011-05-11'],423,283,283,field,423,283,2097,283,NA,9,NA,NA,NA
468,5,32,['2011-05-12'],534,403,534,bat,534,403,2235,534,18,NA,NA,NA,NA
469,5,34,['2011-05-13'],412,239,239,field,412,239,2485,239,NA,6,NA,NA,NA
470,5,14,['2011-05-14'],283,52,283,field,52,283,9246,283,NA,4,NA,NA,NA
471,5,4,['2011-05-14'],533,505,505,bat,505,533,2545,505,10,NA,NA,NA,NA
472,5,26,['2011-05-15'],239,403,403,field,239,403,2258,239,29,NA,NA,NA,NA
473,5,34,['2011-05-15'],412,423,412,field,423,412,7484,412,NA,8,NA,NA,NA
474,5,27,['2011-05-16'],95,505,505,field,95,505,2545,505,NA,6,NA,NA,NA
475,5,26,['2011-05-17'],239,283,239,bat,239,283,7504,239,111,NA,NA,NA,NA
476,5,32,['2011-05-18'],534,412,534,bat,534,412,2954,534,11,NA,NA,NA,NA
477,5,27,['2011-05-19'],95,52,52,field,95,52,2759,52,NA,7,NA,NA,NA
478,5,4,['2011-05-20'],533,423,533,bat,533,423,8034,423,NA,10,NA,NA,NA
479,5,26,['2011-05-21'],239,505,239,field,505,239,2237,505,82,NA,NA,NA,NA
480,5,33,['2011-05-21'],403,95,403,bat,403,95,NA,NA,NA,NA,NA,NA,NA
481,5,14,['2011-05-22'],283,534,283,field,534,283,9246,283,NA,8,NA,NA,NA
482,5,15,['2011-05-22'],52,533,533,field,52,533,1775,533,NA,5,NA,NA,NA
483,5,4,['2011-05-24'],283,534,534,field,283,534,2969,534,NA,6,NA,NA,NA
484,5,4,['2011-05-25'],533,52,533,field,52,533,6406,533,NA,4,NA,NA,NA
485,5,32,['2011-05-27'],283,533,533,field,283,533,9246,283,43,NA,NA,NA,NA
486,5,32,['2011-05-28'],534,283,534,bat,534,283,2563,534,58,NA,NA,NA,NA
487,5,32,['2012-04-04'],534,533,533,field,534,533,8695,533,NA,8,NA,NA,NA
488,5,15,['2012-04-05'],52,403,403,field,52,403,2760,403,NA,8,NA,NA,NA
489,5,4,['2012-04-06'],533,95,533,field,95,533,7901,95,28,NA,NA,NA,NA
490,5,31,['2012-04-06'],423,239,239,field,423,239,2975,423,31,NA,NA,NA,NA
491,5,14,['2012-04-07'],283,403,403,field,283,403,8304,283,20,NA,NA,NA,NA
492,5,24,['2012-04-07'],505,534,505,field,534,505,2481,534,74,NA,NA,NA,NA
493,5,31,['2012-04-08'],423,52,52,field,423,52,7484,423,22,NA,NA,NA,NA
494,5,17,['2012-04-08'],95,239,95,bat,95,239,9446,95,22,NA,NA,NA,NA
495,5,24,['2012-04-09'],505,533,505,bat,505,533,2818,533,NA,5,NA,NA,NA
496,5,14,['2012-04-10'],283,52,283,field,52,283,2206,52,42,NA,NA,NA,NA
497,5,33,['2012-04-10'],403,534,403,field,534,403,8503,403,NA,8,NA,NA,NA
498,5,4,['2012-04-11'],533,423,423,field,533,423,9370,533,27,NA,NA,NA,NA
499,5,32,['2012-04-12'],534,283,283,bat,283,534,8260,534,NA,5,NA,NA,NA
500,5,19,['2012-04-12'],239,95,239,field,95,239,292,239,NA,7,NA,NA,NA
501,5,15,['2012-04-13'],52,423,423,bat,423,52,974,52,NA,5,NA,NA,NA
502,5,33,['2012-04-19'],403,505,505,bat,505,403,6324,403,NA,5,NA,NA,NA
503,5,17,['2012-04-14'],95,534,534,bat,534,95,1966,95,NA,7,NA,NA,NA
504,5,15,['2012-04-15'],52,239,52,field,239,52,9356,239,2,NA,NA,NA,NA
505,5,14,['2012-04-15'],283,423,423,bat,423,283,2975,423,59,NA,NA,NA,NA
506,5,4,['2012-04-16'],533,403,403,field,533,403,2636,403,NA,7,NA,NA,NA
507,5,31,['2012-04-17'],423,505,505,bat,505,423,7484,423,NA,5,NA,NA,NA
508,5,14,['2012-04-17'],283,95,95,bat,95,283,9246,283,NA,6,NA,NA,NA
509,5,19,['2012-04-18'],239,52,239,bat,239,52,2364,52,NA,8,NA,NA,NA
510,5,21,['2012-05-10'],505,403,505,bat,505,403,8038,403,NA,9,NA,NA,NA
511,5,32,['2012-04-19'],534,95,95,field,534,95,4513,534,13,NA,NA,NA,NA
512,5,19,['2012-04-20'],239,283,283,field,239,283,9246,283,NA,5,NA,NA,NA
513,5,32,['2012-04-21'],534,423,423,bat,423,534,8260,534,NA,7,NA,NA,NA
514,5,33,['2012-04-21'],403,95,403,field,95,403,2358,95,20,NA,NA,NA,NA
515,5,4,['2012-04-22'],533,239,533,bat,533,239,7653,239,NA,6,NA,NA,NA
516,5,12,['2012-04-22'],505,52,52,field,505,52,7727,52,NA,5,NA,NA,NA
517,5,31,['2012-04-23'],423,283,423,field,283,423,8304,283,46,NA,NA,NA,NA
518,5,17,['2012-04-24'],95,403,95,bat,95,403,2829,403,NA,8,NA,NA,NA
519,5,19,['2012-04-25'],239,533,239,bat,239,533,2864,533,NA,4,NA,NA,NA
520,5,17,['2012-04-26'],95,505,505,bat,505,95,8022,505,18,NA,NA,NA,NA
521,5,33,['2012-04-27'],403,533,533,field,403,533,2829,403,37,NA,NA,NA,NA
522,5,32,['2012-04-28'],534,239,239,bat,239,534,2571,239,7,NA,NA,NA,NA
523,5,15,['2012-04-28'],52,283,52,bat,52,283,2364,52,47,NA,NA,NA,NA
524,5,33,['2012-04-29'],403,423,403,bat,403,423,2829,403,1,NA,NA,NA,NA
525,5,4,['2012-04-29'],533,505,533,field,505,533,8845,533,NA,5,NA,NA,NA
526,5,32,['2012-04-30'],534,52,534,bat,534,52,2364,52,NA,5,NA,NA,NA
527,5,12,['2012-05-01'],505,95,505,bat,505,95,4946,505,13,NA,NA,NA,NA
528,5,31,['2012-05-01'],423,403,423,bat,423,403,2604,403,NA,6,NA,NA,NA
529,5,14,['2012-05-02'],283,239,239,field,283,239,3049,239,NA,4,NA,NA,NA
530,5,17,['2012-05-03'],95,533,533,bat,533,95,4634,533,1,NA,NA,NA,NA
531,5,32,['2012-05-04'],534,505,534,bat,534,505,2969,534,10,NA,NA,NA,NA
532,5,15,['2012-05-05'],52,95,52,bat,52,95,9356,52,7,NA,NA,NA,NA
533,5,19,['2012-05-05'],239,423,423,bat,423,239,8034,423,43,NA,NA,NA,NA
534,5,4,['2012-05-06'],533,534,533,field,534,533,9429,533,NA,2,NA,NA,NA
535,5,14,['2012-05-06'],283,505,283,field,505,283,8304,283,NA,5,NA,NA,NA
536,5,33,['2012-05-07'],403,52,403,bat,403,52,8637,52,NA,6,NA,NA,NA
537,5,17,['2012-05-08'],95,423,95,bat,95,423,8034,423,NA,7,NA,NA,NA
538,5,21,['2012-05-08'],505,239,505,field,239,505,2571,239,25,NA,NA,NA,NA
539,5,4,['2012-05-09'],533,283,283,field,533,283,9246,283,NA,9,NA,NA,NA
540,5,31,['2012-05-10'],423,534,534,field,423,534,7498,534,NA,4,NA,NA,NA
541,5,17,['2012-05-11'],95,283,95,field,283,95,9246,283,35,NA,NA,NA,NA
542,5,15,['2012-05-12'],52,533,533,bat,533,52,2818,533,27,NA,NA,NA,NA
543,5,32,['2012-05-12'],534,403,534,field,403,534,7498,534,NA,9,NA,NA,NA
544,5,31,['2012-05-13'],423,95,423,bat,423,95,2279,423,45,NA,NA,NA,NA
545,5,19,['2012-05-13'],239,505,505,bat,505,239,7427,239,NA,4,NA,NA,NA
546,5,14,['2012-05-14'],283,533,533,field,283,533,2864,533,NA,5,NA,NA,NA
547,5,15,['2012-05-14'],52,534,534,field,52,534,7421,534,NA,5,NA,NA,NA
548,5,33,['2012-05-15'],403,239,239,bat,239,403,3286,403,NA,5,NA,NA,NA
549,5,4,['2012-05-16'],533,52,533,field,52,533,9356,52,32,NA,NA,NA,NA
550,5,26,['2012-05-17'],239,534,239,field,534,239,7504,239,NA,6,NA,NA,NA
551,5,33,['2012-05-17'],403,283,403,field,283,403,9246,283,21,NA,NA,NA,NA
552,5,21,['2012-05-18'],505,423,423,bat,423,505,8845,505,NA,5,NA,NA,NA
553,5,26,['2012-05-19'],239,403,403,field,239,403,3286,403,NA,6,NA,NA,NA
554,5,17,['2012-05-19'],95,52,52,bat,52,95,974,52,34,NA,NA,NA,NA
555,5,21,['2012-05-20'],505,283,283,field,505,283,8845,505,9,NA,NA,NA,NA
556,5,31,['2012-05-20'],423,533,423,bat,423,533,9429,533,NA,10,NA,NA,NA
557,5,17,['2012-05-22'],403,52,52,bat,52,403,2759,52,18,NA,NA,NA,NA
558,5,14,['2012-05-23'],534,533,533,field,534,533,2235,534,38,NA,NA,NA,NA
559,5,32,['2012-05-25'],403,534,403,field,534,403,2563,534,86,NA,NA,NA,NA
560,5,32,['2012-05-27'],52,534,534,bat,534,52,2154,52,NA,5,NA,NA,NA
561,5,15,['2013-04-03'],52,403,52,field,403,52,9356,52,NA,6,NA,NA,NA
562,5,14,['2013-04-04'],283,533,533,field,283,533,9246,283,2,NA,NA,NA,NA
563,5,21,['2013-04-05'],26,95,95,field,26,95,2545,26,22,NA,NA,NA,NA
564,5,33,['2013-04-06'],403,423,423,bat,423,403,2221,423,5,NA,NA,NA,NA
565,5,32,['2013-04-06'],534,533,533,bat,533,534,9370,533,9,NA,NA,NA,NA
566,5,17,['2013-04-07'],95,239,95,bat,95,239,3016,239,NA,8,NA,NA,NA
567,5,21,['2013-04-07'],26,283,283,bat,283,26,3028,TIE,NA,NA,NA,NA,NA
568,5,31,['2013-04-08'],423,52,52,field,423,52,2982,423,19,NA,NA,NA,NA
569,5,4,['2013-04-09'],533,403,533,bat,533,403,2485,533,44,NA,NA,NA,NA
570,5,19,['2013-04-10'],239,534,534,field,239,534,7421,534,NA,10,NA,NA,NA
571,5,14,['2013-04-11'],283,52,283,field,52,283,9246,283,NA,8,NA,NA,NA
572,5,17,['2013-04-11'],95,423,423,bat,423,95,7422,95,NA,7,NA,NA,NA
573,5,33,['2013-04-12'],403,26,403,bat,403,26,2545,26,NA,3,NA,NA,NA
574,5,4,['2013-04-13'],533,95,533,bat,533,95,2818,533,41,NA,NA,NA,NA
575,5,32,['2013-04-13'],534,283,534,field,283,534,2481,534,NA,4,NA,NA,NA
576,5,15,['2013-04-14'],52,26,52,bat,52,26,2364,52,48,NA,NA,NA,NA
577,5,31,['2013-04-14'],423,239,423,field,239,423,7439,423,NA,6,NA,NA,NA
578,5,32,['2013-04-15'],534,95,95,bat,95,534,7901,95,24,NA,NA,NA,NA
579,5,19,['2013-04-16'],239,52,52,field,239,52,2325,239,4,NA,NA,NA,NA
580,5,14,['2013-04-16'],283,403,283,field,403,283,2422,TIE,NA,NA,NA,NA,NA
581,5,17,['2013-04-17'],95,26,95,field,26,95,2545,26,11,NA,NA,NA,NA
582,5,31,['2013-04-17'],423,533,423,bat,423,533,2975,423,87,NA,NA,NA,NA
583,5,33,['2013-04-18'],403,534,534,bat,534,403,7421,534,86,NA,NA,NA,NA
584,5,21,['2013-04-19'],26,239,239,bat,239,26,3028,26,NA,5,NA,NA,NA
