match_id,tournament_id,venue_id,match_date,team_1,team_2,toss_winner,toss_decision,player_of_match,match_winner,match_win_by_runs,match_win_by_wickets,highlights_url,match_url,match_description
318,5,8,['2009-05-01'],359,479,359,bat,3273,359,8,NA,NA,NA,NA
319,5,18,['2009-05-02'],144,60,144,bat,2759,60,NA,3,NA,NA,NA
320,5,15,['2009-05-02'],531,238,238,field,2459,531,18,NA,NA,NA,NA
321,5,18,['2009-05-03'],479,69,69,bat,4463,479,NA,6,NA,NA,NA
322,5,15,['2009-05-03'],359,336,336,bat,8637,359,NA,9,NA,NA,NA
323,5,21,['2009-05-04'],531,144,531,bat,2235,531,78,NA,NA,NA,NA
324,5,8,['2009-05-05'],479,60,479,field,8896,60,78,NA,NA,NA,NA
325,5,8,['2009-05-05'],238,69,69,bat,2364,238,NA,9,NA,NA,NA
326,5,32,['2009-05-06'],144,336,144,bat,2818,144,19,NA,NA,NA,NA
327,5,32,['2009-05-07'],359,60,60,field,793,60,NA,7,NA,NA,NA
328,5,32,['2009-05-07'],531,479,531,bat,7529,531,12,NA,NA,NA,NA
329,5,21,['2009-05-08'],238,336,336,bat,2603,238,NA,7,NA,NA,NA
330,5,16,['2009-05-09'],144,479,479,field,4463,479,NA,3,NA,NA,NA
331,5,16,['2009-05-09'],531,60,60,bat,2209,531,NA,7,NA,NA,NA
332,5,18,['2009-05-10'],359,336,336,bat,8272,336,16,NA,NA,NA,NA
333,5,15,['2009-05-10'],238,69,238,field,1586,238,NA,7,NA,NA,NA
334,5,16,['2009-05-11'],144,60,144,bat,7917,144,53,NA,NA,NA,NA
335,5,32,['2009-05-12'],359,69,359,field,2030,359,NA,6,NA,NA,NA
336,5,32,['2009-05-12'],479,336,479,bat,2391,336,NA,8,NA,NA,NA
337,5,8,['2009-05-13'],144,238,144,field,2184,238,12,NA,NA,NA,NA
338,5,8,['2009-05-14'],359,531,531,bat,2030,359,NA,2,NA,NA,NA
339,5,8,['2009-05-14'],336,60,60,bat,8039,60,2,NA,NA,NA,NA
340,5,19,['2009-05-15'],238,479,479,field,7727,479,NA,6,NA,NA,NA
341,5,18,['2009-05-16'],531,336,336,bat,7529,531,NA,7,NA,NA,NA
342,5,15,['2009-05-16'],144,69,144,field,2818,144,NA,6,NA,NA,NA
343,5,15,['2009-05-17'],144,479,144,field,3273,479,1,NA,NA,NA,NA
344,5,19,['2009-05-17'],238,60,238,bat,8304,238,14,NA,NA,NA,NA
345,5,32,['2009-05-18'],531,69,531,bat,7484,69,NA,7,NA,NA,NA
346,5,15,['2009-05-19'],359,238,238,bat,8637,359,NA,7,NA,NA,NA
347,5,8,['2009-05-20'],69,60,69,field,2701,69,NA,4,NA,NA,NA
348,5,8,['2009-05-20'],531,479,531,bat,4596,531,24,NA,NA,NA,NA
349,5,32,['2009-05-21'],238,336,238,field,2829,238,NA,4,NA,NA,NA
350,5,32,['2009-05-21'],359,144,359,bat,2870,359,12,NA,NA,NA,NA
351,5,32,['2009-05-22'],238,144,144,field,7504,144,NA,6,NA,NA,NA
352,5,15,['2009-05-23'],359,531,359,field,2870,359,NA,6,NA,NA,NA
353,5,15,['2009-05-24'],359,144,359,field,2395,144,6,NA,NA,NA,NA
354,5,34,['2010-03-12'],144,69,144,field,4624,69,11,NA,NA,NA,NA
355,5,26,['2010-03-13'],336,60,336,bat,2759,336,4,NA,NA,NA,NA
356,5,3,['2010-03-13'],479,238,238,field,2364,238,NA,5,NA,NA,NA
357,5,23,['2010-03-14'],69,359,69,field,2986,69,NA,7,NA,NA,NA
358,5,33,['2010-03-14'],531,144,144,bat,5055,144,31,NA,NA,NA,NA
359,5,5,['2010-03-15'],60,238,238,field,2829,238,NA,6,NA,NA,NA
360,5,2,['2010-03-16'],359,479,479,bat,8637,359,NA,8,NA,NA,NA
361,5,23,['2010-03-16'],69,531,531,bat,2235,531,55,NA,NA,NA,NA
362,5,1,['2010-03-17'],238,336,238,field,2998,336,98,NA,NA,NA,NA
363,5,2,['2010-03-18'],359,60,359,field,8637,359,NA,10,NA,NA,NA
364,5,1,['2010-03-19'],238,531,238,bat,7529,531,NA,5,NA,NA,NA
365,5,10,['2010-03-19'],144,479,479,field,7844,144,6,NA,NA,NA,NA
366,5,5,['2010-03-20'],60,69,60,bat,2438,60,34,NA,NA,NA,NA
367,5,26,['2010-03-20'],336,359,336,bat,8637,359,NA,7,NA,NA,NA
368,5,10,['2010-03-21'],144,238,144,bat,7844,144,10,NA,NA,NA,NA
369,5,33,['2010-03-21'],531,479,531,field,8992,TIE,NA,NA,NA,NA,NA
370,5,26,['2010-03-22'],336,69,69,bat,2998,336,NA,7,NA,NA,NA
371,5,2,['2010-03-23'],359,531,531,field,3009,359,36,NA,NA,NA,NA
372,5,3,['2010-03-24'],479,60,479,field,8012,60,31,NA,NA,NA,NA
373,5,26,['2010-03-25'],336,531,336,field,2998,336,NA,5,NA,NA,NA
374,5,5,['2010-03-26'],60,144,144,bat,2759,60,NA,8,NA,NA,NA
375,5,3,['2010-03-27'],479,69,69,bat,2986,69,39,NA,NA,NA,NA
376,5,2,['2010-03-25'],359,238,359,field,2475,238,17,NA,NA,NA,NA
377,5,5,['2010-03-28'],60,531,60,bat,2797,60,17,NA,NA,NA,NA
378,5,34,['2010-03-28'],144,336,144,field,2391,336,41,NA,NA,NA,NA
379,5,1,['2010-03-29'],238,69,238,bat,8038,238,40,NA,NA,NA,NA
380,5,26,['2010-03-30'],336,479,336,field,4634,336,NA,4,NA,NA,NA
381,5,33,['2010-03-31'],531,359,359,bat,2563,531,NA,5,NA,NA,NA
382,5,1,['2010-03-31'],238,60,238,bat,2485,238,67,NA,NA,NA,NA
383,5,23,['2010-04-01'],69,144,69,bat,2358,69,24,NA,NA,NA,NA
384,5,3,['2010-04-02'],479,359,479,bat,6324,359,NA,6,NA,NA,NA
385,5,33,['2010-04-03'],531,60,531,bat,2563,531,23,NA,NA,NA,NA
386,5,26,['2010-04-03'],336,144,336,bat,2864,336,63,NA,NA,NA,NA
387,5,23,['2010-04-04'],69,479,69,bat,4463,479,NA,8,NA,NA,NA
388,5,1,['2010-04-04'],238,359,238,bat,5546,238,37,NA,NA,NA,NA
389,5,17,['2010-04-05'],144,60,60,bat,8039,60,2,NA,NA,NA,NA
390,5,33,['2010-04-06'],531,336,531,bat,2969,531,24,NA,NA,NA,NA
391,5,12,['2010-04-07'],60,479,479,bat,136,60,NA,9,NA,NA,NA
392,5,23,['2010-04-07'],69,238,69,bat,2358,69,14,NA,NA,NA,NA
393,5,2,['2010-04-08'],359,144,144,field,2642,144,NA,7,NA,NA,NA
394,5,3,['2010-04-09'],479,336,336,bat,4946,479,NA,6,NA,NA,NA
395,5,17,['2010-04-10'],144,531,531,bat,7544,144,NA,6,NA,NA,NA
396,5,2,['2010-04-10'],359,69,359,field,3019,359,NA,7,NA,NA,NA
397,5,1,['2010-04-11'],238,479,238,bat,2258,479,NA,7,NA,NA,NA
398,5,12,['2010-04-11'],60,336,60,field,2998,336,37,NA,NA,NA,NA
399,5,17,['2010-04-12'],144,359,359,field,1628,144,13,NA,NA,NA,NA
400,5,26,['2010-04-13'],336,238,336,bat,9370,336,39,NA,NA,NA,NA
401,5,33,['2010-04-13'],531,69,69,bat,2079,531,NA,9,NA,NA,NA
402,5,12,['2010-04-14'],60,359,60,bat,6324,359,NA,5,NA,NA,NA
403,5,33,['2010-04-15'],531,238,531,bat,2364,238,NA,6,NA,NA,NA
404,5,29,['2010-04-16'],479,144,144,field,2818,144,NA,5,NA,NA,NA
405,5,2,['2010-04-17'],359,336,359,field,8683,336,57,NA,NA,NA,NA
406,5,23,['2010-04-17'],69,60,60,bat,3013,69,NA,8,NA,NA,NA
407,5,29,['2010-04-18'],479,531,531,field,2235,531,NA,6,NA,NA,NA
408,5,1,['2010-04-18'],238,144,144,bat,7844,144,11,NA,NA,NA,NA
409,5,23,['2010-04-19'],69,336,336,bat,2484,69,NA,9,NA,NA,NA
410,5,34,['2010-04-21'],359,336,336,bat,9370,336,35,NA,NA,NA,NA
411,5,34,['2010-04-22'],531,144,531,bat,7221,531,38,NA,NA,NA,NA
412,5,34,['2010-04-24'],359,144,144,bat,2395,359,NA,9,NA,NA,NA
413,5,34,['2010-04-25'],531,336,531,bat,2969,531,22,NA,NA,NA,NA
414,5,33,['2011-04-08'],531,69,531,bat,2107,531,2,NA,NA,NA,NA
415,5,31,['2011-04-09'],144,60,60,field,2982,60,NA,8,NA,NA,NA
416,5,4,['2011-04-09'],501,359,501,bat,8304,359,NA,6,NA,NA,NA
417,5,1,['2011-04-10'],238,336,238,bat,4634,336,NA,8,NA,NA,NA
418,5,34,['2011-04-10'],76,479,479,bat,3248,76,NA,7,NA,NA,NA
419,5,23,['2011-04-11'],69,144,69,bat,8637,69,9,NA,NA,NA,NA
420,5,12,['2011-04-12'],60,238,238,bat,8039,60,NA,6,NA,NA,NA
421,5,2,['2011-04-12'],359,336,336,field,2998,336,NA,9,NA,NA,NA
422,5,3,['2011-04-13'],479,531,479,field,3041,479,NA,6,NA,NA,NA
423,5,34,['2011-04-13'],76,501,501,bat,2544,76,NA,4,NA,NA,NA
424,5,31,['2011-04-14'],144,359,359,field,8845,144,33,NA,NA,NA,NA
425,5,12,['2011-04-15'],60,69,69,field,2364,69,NA,9,NA,NA,NA
426,5,25,['2011-04-15'],336,501,501,field,1916,501,NA,8,NA,NA,NA
427,5,33,['2011-04-16'],531,359,531,bat,7421,531,21,NA,NA,NA,NA
428,5,31,['2011-04-16'],144,479,479,field,3041,479,NA,8,NA,NA,NA
429,5,34,['2011-04-17'],76,238,238,field,3273,238,NA,3,NA,NA,NA
430,5,23,['2011-04-17'],69,60,69,field,2206,69,NA,8,NA,NA,NA
431,5,4,['2011-04-18'],501,531,501,field,1916,501,NA,7,NA,NA,NA
432,5,1,['2011-04-19'],238,144,144,bat,1603,144,16,NA,NA,NA,NA
433,5,25,['2011-04-20'],336,76,76,bat,6406,336,NA,7,NA,NA,NA
434,5,23,['2011-04-20'],69,501,69,field,4463,501,6,NA,NA,NA,NA
435,5,3,['2011-04-21'],479,60,60,field,7653,479,48,NA,NA,NA,NA
436,5,25,['2011-04-22'],336,531,531,field,2391,336,8,NA,NA,NA,NA
437,5,23,['2011-04-22'],69,359,359,field,9246,359,NA,9,NA,NA,NA
438,5,1,['2011-04-23'],238,479,479,field,8038,238,29,NA,NA,NA,NA
439,5,31,['2011-04-24'],144,336,144,field,4634,336,37,NA,NA,NA,NA
440,5,12,['2011-04-24'],60,501,60,field,8039,60,NA,8,NA,NA,NA
441,5,33,['2011-04-25'],531,76,76,field,7421,531,25,NA,NA,NA,NA
442,5,1,['2011-04-26'],238,359,359,field,2422,359,NA,3,NA,NA,NA
443,5,34,['2011-04-27'],76,531,76,bat,7221,531,NA,8,NA,NA,NA
444,5,4,['2011-04-27'],501,144,501,field,2753,144,55,NA,NA,NA,NA
445,5,1,['2011-04-28'],238,69,238,field,2986,69,17,NA,NA,NA,NA
446,5,12,['2011-04-29'],60,336,60,field,8091,60,NA,7,NA,NA,NA
447,5,2,['2011-04-29'],359,76,76,field,2422,359,26,NA,NA,NA,NA
448,5,4,['2011-04-30'],501,238,238,bat,2829,238,38,NA,NA,NA,NA
449,5,23,['2011-04-30'],69,479,69,field,2425,69,NA,8,NA,NA,NA
450,5,12,['2011-05-01'],60,76,60,field,2030,60,NA,6,NA,NA,NA
451,5,33,['2011-05-01'],531,144,531,bat,8504,531,19,NA,NA,NA,NA
452,5,25,['2011-05-02'],336,479,479,field,9370,336,23,NA,NA,NA,NA
453,5,1,['2011-05-02'],238,501,501,field,2834,501,NA,7,NA,NA,NA
454,5,31,['2011-05-03'],144,69,144,field,2759,69,20,NA,NA,NA,NA
455,5,33,['2011-05-04'],531,60,60,bat,7421,531,NA,8,NA,NA,NA
456,5,34,['2011-05-04'],76,336,76,field,1627,336,21,NA,NA,NA,NA
457,5,4,['2011-05-05'],501,69,69,field,7484,501,17,NA,NA,NA,NA
458,5,31,['2011-05-05'],144,238,238,field,2829,238,NA,4,NA,NA,NA
459,5,2,['2011-05-06'],359,479,479,field,9246,359,85,NA,NA,NA,NA
460,5,23,['2011-05-07'],69,531,531,bat,2425,69,10,NA,NA,NA,NA
461,5,25,['2011-05-07'],336,238,238,field,2864,336,32,NA,NA,NA,NA
462,5,2,['2011-05-08'],359,501,501,bat,9246,359,NA,9,NA,NA,NA
463,5,3,['2011-05-08'],479,76,479,bat,1627,76,NA,5,NA,NA,NA
464,5,12,['2011-05-09'],60,531,60,field,2563,531,63,NA,NA,NA,NA
465,5,31,['2011-05-10'],144,76,144,bat,7654,76,NA,6,NA,NA,NA
466,5,3,['2011-05-10'],479,336,336,field,2180,479,76,NA,NA,NA,NA
467,5,12,['2011-05-11'],60,359,359,field,2097,359,NA,9,NA,NA,NA
468,5,33,['2011-05-12'],531,238,531,bat,2235,531,18,NA,NA,NA,NA
469,5,9,['2011-05-13'],501,479,479,field,2485,479,NA,6,NA,NA,NA
470,5,2,['2011-05-14'],359,69,359,field,9246,359,NA,4,NA,NA,NA
471,5,25,['2011-05-14'],336,144,144,bat,1586,144,10,NA,NA,NA,NA
472,5,29,['2011-05-15'],479,238,238,field,2258,479,29,NA,NA,NA,NA
473,5,9,['2011-05-15'],501,60,501,field,7484,501,NA,8,NA,NA,NA
474,5,34,['2011-05-16'],76,144,144,field,1586,144,NA,6,NA,NA,NA
475,5,29,['2011-05-17'],479,359,479,bat,7504,479,111,NA,NA,NA,NA
476,5,33,['2011-05-18'],531,501,531,bat,2954,531,11,NA,NA,NA,NA
477,5,34,['2011-05-19'],76,69,69,field,2759,69,NA,7,NA,NA,NA
478,5,25,['2011-05-20'],336,60,336,bat,8034,60,NA,10,NA,NA,NA
479,5,29,['2011-05-21'],479,144,479,field,2237,144,82,NA,NA,NA,NA
480,5,1,['2011-05-21'],238,76,238,bat,NA,NA,NA,NA,NA,NA,NA
481,5,2,['2011-05-22'],359,531,359,field,9246,359,NA,8,NA,NA,NA
482,5,23,['2011-05-22'],69,336,336,field,1775,336,NA,5,NA,NA,NA
483,5,25,['2011-05-24'],359,531,531,field,2969,531,NA,6,NA,NA,NA
484,5,25,['2011-05-25'],336,69,336,field,6406,336,NA,4,NA,NA,NA
485,5,33,['2011-05-27'],359,336,336,field,9246,359,43,NA,NA,NA,NA
486,5,33,['2011-05-28'],531,359,531,bat,2563,531,58,NA,NA,NA,NA
487,5,33,['2012-04-04'],531,336,336,field,8695,336,NA,8,NA,NA,NA
488,5,23,['2012-04-05'],69,238,238,field,2760,238,NA,8,NA,NA,NA
489,5,25,['2012-04-06'],336,76,336,field,7901,76,28,NA,NA,NA,NA
490,5,12,['2012-04-06'],60,479,479,field,2975,60,31,NA,NA,NA,NA
491,5,2,['2012-04-07'],359,238,238,field,8304,359,20,NA,NA,NA,NA
492,5,6,['2012-04-07'],144,531,144,field,2481,531,74,NA,NA,NA,NA
493,5,12,['2012-04-08'],60,69,69,field,7484,60,22,NA,NA,NA,NA
494,5,28,['2012-04-08'],76,479,76,bat,9446,76,22,NA,NA,NA,NA
495,5,6,['2012-04-09'],144,336,144,bat,2818,336,NA,5,NA,NA,NA
496,5,2,['2012-04-10'],359,69,359,field,2206,69,42,NA,NA,NA,NA
497,5,1,['2012-04-10'],238,531,238,field,8503,238,NA,8,NA,NA,NA
498,5,25,['2012-04-11'],336,60,60,field,9370,336,27,NA,NA,NA,NA
499,5,33,['2012-04-12'],531,359,359,bat,8260,531,NA,5,NA,NA,NA
500,5,3,['2012-04-12'],479,76,479,field,292,479,NA,7,NA,NA,NA
501,5,23,['2012-04-13'],69,60,60,bat,974,69,NA,5,NA,NA,NA
502,5,1,['2012-04-19'],238,144,144,bat,6324,238,NA,5,NA,NA,NA
503,5,28,['2012-04-14'],76,531,531,bat,1966,76,NA,7,NA,NA,NA
504,5,23,['2012-04-15'],69,479,69,field,9356,479,2,NA,NA,NA,NA
505,5,2,['2012-04-15'],359,60,60,bat,2975,60,59,NA,NA,NA,NA
506,5,25,['2012-04-16'],336,238,238,field,2636,238,NA,7,NA,NA,NA
507,5,12,['2012-04-17'],60,144,144,bat,7484,60,NA,5,NA,NA,NA
508,5,2,['2012-04-17'],359,76,76,bat,9246,359,NA,6,NA,NA,NA
509,5,3,['2012-04-18'],479,69,479,bat,2364,69,NA,8,NA,NA,NA
510,5,31,['2012-05-10'],144,238,144,bat,8038,238,NA,9,NA,NA,NA
511,5,33,['2012-04-19'],531,76,76,field,4513,531,13,NA,NA,NA,NA
512,5,3,['2012-04-20'],479,359,359,field,9246,359,NA,5,NA,NA,NA
513,5,33,['2012-04-21'],531,60,60,bat,8260,531,NA,7,NA,NA,NA
514,5,1,['2012-04-21'],238,76,238,field,2358,76,20,NA,NA,NA,NA
515,5,25,['2012-04-22'],336,479,336,bat,7653,479,NA,6,NA,NA,NA
516,5,10,['2012-04-22'],144,69,69,field,7727,69,NA,5,NA,NA,NA
517,5,12,['2012-04-23'],60,359,60,field,8304,359,46,NA,NA,NA,NA
518,5,28,['2012-04-24'],76,238,76,bat,2829,238,NA,8,NA,NA,NA
519,5,3,['2012-04-25'],479,336,479,bat,2864,336,NA,4,NA,NA,NA
520,5,28,['2012-04-26'],76,144,144,bat,8022,144,18,NA,NA,NA,NA
521,5,1,['2012-04-27'],238,336,336,field,2829,238,37,NA,NA,NA,NA
522,5,33,['2012-04-28'],531,479,479,bat,2571,479,7,NA,NA,NA,NA
523,5,23,['2012-04-28'],69,359,69,bat,2364,69,47,NA,NA,NA,NA
524,5,1,['2012-04-29'],238,60,238,bat,2829,238,1,NA,NA,NA,NA
525,5,25,['2012-04-29'],336,144,336,field,8845,336,NA,5,NA,NA,NA
526,5,33,['2012-04-30'],531,69,531,bat,2364,69,NA,5,NA,NA,NA
527,5,10,['2012-05-01'],144,76,144,bat,4946,144,13,NA,NA,NA,NA
528,5,12,['2012-05-01'],60,238,60,bat,2604,238,NA,6,NA,NA,NA
529,5,2,['2012-05-02'],359,479,479,field,3049,479,NA,4,NA,NA,NA
530,5,28,['2012-05-03'],76,336,336,bat,4634,336,1,NA,NA,NA,NA
531,5,33,['2012-05-04'],531,144,531,bat,2969,531,10,NA,NA,NA,NA
532,5,23,['2012-05-05'],69,76,69,bat,9356,69,7,NA,NA,NA,NA
533,5,3,['2012-05-05'],479,60,60,bat,8034,60,43,NA,NA,NA,NA
534,5,25,['2012-05-06'],336,531,336,field,7917,336,NA,2,NA,NA,NA
535,5,2,['2012-05-06'],359,144,359,field,8304,359,NA,5,NA,NA,NA
536,5,1,['2012-05-07'],238,69,238,bat,8637,69,NA,6,NA,NA,NA
537,5,28,['2012-05-08'],76,60,76,bat,8034,60,NA,7,NA,NA,NA
538,5,31,['2012-05-08'],144,479,144,field,2571,479,25,NA,NA,NA,NA
539,5,25,['2012-05-09'],336,359,359,field,9246,359,NA,9,NA,NA,NA
540,5,12,['2012-05-10'],60,531,531,field,7498,531,NA,4,NA,NA,NA
541,5,28,['2012-05-11'],76,359,76,field,9246,359,35,NA,NA,NA,NA
542,5,23,['2012-05-12'],69,336,336,bat,2818,336,27,NA,NA,NA,NA
543,5,33,['2012-05-12'],531,238,531,field,7498,531,NA,9,NA,NA,NA
544,5,12,['2012-05-13'],60,76,60,bat,2279,60,45,NA,NA,NA,NA
545,5,3,['2012-05-13'],479,144,144,bat,7427,479,NA,4,NA,NA,NA
546,5,2,['2012-05-14'],359,336,336,field,2864,336,NA,5,NA,NA,NA
547,5,23,['2012-05-14'],69,531,531,field,7421,531,NA,5,NA,NA,NA
548,5,1,['2012-05-15'],238,479,479,bat,3286,238,NA,5,NA,NA,NA
549,5,25,['2012-05-16'],336,69,336,field,9356,69,32,NA,NA,NA,NA
550,5,29,['2012-05-17'],479,531,479,field,7504,479,NA,6,NA,NA,NA
551,5,1,['2012-05-17'],238,359,238,field,9246,359,21,NA,NA,NA,NA
552,5,31,['2012-05-18'],144,60,60,bat,8845,144,NA,5,NA,NA,NA
553,5,29,['2012-05-19'],479,238,238,field,3286,238,NA,6,NA,NA,NA
554,5,28,['2012-05-19'],76,69,69,bat,974,69,34,NA,NA,NA,NA
555,5,31,['2012-05-20'],144,359,359,field,8845,144,9,NA,NA,NA,NA
556,5,12,['2012-05-20'],60,336,60,bat,7917,336,NA,10,NA,NA,NA
557,5,28,['2012-05-22'],238,69,69,bat,2759,69,18,NA,NA,NA,NA
558,5,2,['2012-05-23'],531,336,336,field,2235,531,38,NA,NA,NA,NA
559,5,33,['2012-05-25'],238,531,238,field,2563,531,86,NA,NA,NA,NA
560,5,33,['2012-05-27'],69,531,531,bat,2154,69,NA,5,NA,NA,NA
561,5,23,['2013-04-03'],69,238,69,field,9356,69,NA,6,NA,NA,NA
562,5,2,['2013-04-04'],359,336,336,field,9246,359,2,NA,NA,NA,NA
563,5,31,['2013-04-05'],103,76,76,field,1586,103,22,NA,NA,NA,NA
564,5,1,['2013-04-06'],238,60,60,bat,2221,60,5,NA,NA,NA,NA
565,5,33,['2013-04-06'],531,336,336,bat,9370,336,9,NA,NA,NA,NA
566,5,28,['2013-04-07'],76,479,76,bat,3016,479,NA,8,NA,NA,NA
567,5,31,['2013-04-07'],103,359,359,bat,3028,TIE,NA,NA,NA,NA,NA
568,5,12,['2013-04-08'],60,69,69,field,2982,60,19,NA,NA,NA,NA
569,5,25,['2013-04-09'],336,238,336,bat,2485,336,44,NA,NA,NA,NA
570,5,3,['2013-04-10'],479,531,531,field,7421,531,NA,10,NA,NA,NA
571,5,2,['2013-04-11'],359,69,359,field,9246,359,NA,8,NA,NA,NA
572,5,28,['2013-04-11'],76,60,60,bat,7422,76,NA,7,NA,NA,NA
573,5,1,['2013-04-12'],238,103,238,bat,1586,103,NA,3,NA,NA,NA
574,5,25,['2013-04-13'],336,76,336,bat,2818,336,41,NA,NA,NA,NA
575,5,33,['2013-04-13'],531,359,531,field,2481,531,NA,4,NA,NA,NA
576,5,23,['2013-04-14'],69,103,69,bat,2364,69,48,NA,NA,NA,NA
577,5,12,['2013-04-14'],60,479,60,field,7439,60,NA,6,NA,NA,NA
578,5,33,['2013-04-15'],531,76,76,bat,7901,76,24,NA,NA,NA,NA
579,5,3,['2013-04-16'],479,69,69,field,2325,479,4,NA,NA,NA,NA
580,5,2,['2013-04-16'],359,238,359,field,2422,TIE,NA,NA,NA,NA,NA
581,5,28,['2013-04-17'],76,103,76,field,1586,103,11,NA,NA,NA,NA
582,5,12,['2013-04-17'],60,336,60,bat,2975,60,87,NA,NA,NA,NA
583,5,1,['2013-04-18'],238,531,531,bat,7421,531,86,NA,NA,NA,NA
584,5,31,['2013-04-19'],103,479,479,bat,3028,103,NA,5,NA,NA,NA
585,5,23,['2013-04-20'],69,531,69,bat,2481,531,NA,4,NA,NA,NA
586,5,2,['2013-04-20'],359,60,359,field,3019,359,NA,7,NA,NA,NA
587,5,1,['2013-04-21'],238,336,336,bat,2829,238,NA,9,NA,NA,NA
588,5,3,['2013-04-21'],479,76,479,field,8553,479,NA,7,NA,NA,NA
589,5,33,['2013-04-22'],531,60,60,bat,7421,531,NA,5,NA,NA,NA
590,5,2,['2013-04-23'],359,76,76,field,9246,359,130,NA,NA,NA,NA
591,5,29,['2013-05-16'],479,238,238,field,8553,479,7,NA,NA,NA,NA
592,5,23,['2013-04-24'],69,336,69,bat,7917,336,NA,5,NA,NA,NA
593,5,33,['2013-04-25'],531,103,103,bat,2235,531,NA,5,NA,NA,NA
594,5,23,['2013-04-26'],69,479,479,bat,8637,69,NA,6,NA,NA,NA
595,5,12,['2013-04-27'],60,103,103,bat,7439,60,NA,8,NA,NA,NA
596,5,25,['2013-04-27'],336,359,336,bat,7917,336,58,NA,NA,NA,NA
597,5,33,['2013-04-28'],531,69,69,field,7421,531,14,NA,NA,NA,NA
598,5,7,['2013-04-28'],238,76,76,field,8038,238,15,NA,NA,NA,NA
599,5,12,['2013-04-29'],60,359,60,field,2926,60,NA,4,NA,NA,NA
600,5,25,['2013-04-29'],336,479,336,bat,2818,336,4,NA,NA,NA,NA
601,5,28,['2013-04-30'],76,531,531,bat,2235,531,37,NA,NA,NA,NA
602,5,31,['2013-05-01'],103,336,336,bat,2753,103,NA,7,NA,NA,NA
603,5,7,['2013-05-01'],238,69,69,bat,8038,238,NA,7,NA,NA,NA
604,5,33,['2013-05-02'],531,479,531,bat,2969,531,15,NA,NA,NA,NA
605,5,28,['2013-05-02'],76,359,359,bat,8304,359,17,NA,NA,NA,NA
606,5,23,['2013-05-03'],69,60,60,bat,2759,69,NA,8,NA,NA,NA
607,5,31,['2013-05-04'],103,238,238,bat,5189,103,NA,6,NA,NA,NA
608,5,2,['2013-05-14'],359,479,479,field,7504,479,NA,7,NA,NA,NA
609,5,25,['2013-05-05'],336,531,336,bat,7608,336,60,NA,NA,NA,NA
610,5,12,['2013-05-05'],60,76,76,bat,2975,60,NA,5,NA,NA,NA
611,5,2,['2013-04-09'],359,103,103,bat,2422,359,NA,7,NA,NA,NA
612,5,12,['2013-05-07'],60,238,238,bat,2975,60,NA,9,NA,NA,NA
613,5,25,['2013-05-07'],336,69,336,bat,2998,336,65,NA,NA,NA,NA
614,5,31,['2013-05-08'],103,531,103,field,2969,531,77,NA,NA,NA,NA
615,5,3,['2013-05-09'],479,60,60,field,9173,60,NA,8,NA,NA,NA
616,5,28,['2013-05-09'],76,69,69,bat,2364,69,46,NA,NA,NA,NA
617,5,1,['2013-05-10'],238,359,238,field,3013,359,4,NA,NA,NA,NA
618,5,28,['2013-05-11'],76,336,76,bat,7608,336,NA,5,NA,NA,NA
619,5,3,['2013-05-11'],479,103,479,field,2783,103,30,NA,NA,NA,NA
620,5,14,['2013-05-12'],69,359,69,field,8637,69,NA,5,NA,NA,NA
621,5,12,['2013-05-12'],60,531,60,field,8034,60,NA,5,NA,NA,NA
622,5,1,['2013-04-23'],238,479,479,field,1628,479,NA,5,NA,NA,NA
623,5,25,['2013-05-13'],336,103,103,bat,9370,336,NA,7,NA,NA,NA
624,5,14,['2013-05-15'],69,76,69,field,2870,76,7,NA,NA,NA,NA
625,5,33,['2013-05-14'],531,238,531,bat,2235,531,33,NA,NA,NA,NA
626,5,25,['2013-05-15'],336,60,60,field,3002,336,14,NA,NA,NA,NA
627,5,3,['2013-05-06'],479,359,479,field,8553,479,NA,6,NA,NA,NA
628,5,31,['2013-05-17'],103,60,103,bat,1586,103,23,NA,NA,NA,NA
629,5,29,['2013-05-18'],479,336,336,field,3049,479,50,NA,NA,NA,NA
630,5,28,['2013-05-19'],76,238,76,bat,6935,76,38,NA,NA,NA,NA
631,5,2,['2013-05-18'],359,531,531,field,2422,359,24,NA,NA,NA,NA
632,5,31,['2013-05-19'],103,69,69,bat,2783,103,NA,5,NA,NA,NA
633,5,1,['2013-05-21'],531,336,531,bat,7421,531,48,NA,NA,NA,NA
634,5,1,['2013-05-22'],60,103,103,bat,7484,60,NA,4,NA,NA,NA
635,5,23,['2013-05-24'],336,60,60,bat,2391,336,NA,4,NA,NA,NA
636,5,23,['2013-05-26'],531,336,336,bat,9370,336,23,NA,NA,NA,NA
637,5,24,['2014-04-16'],336,69,69,bat,8637,69,41,NA,NA,NA,NA
638,5,11,['2014-04-17'],238,359,359,field,2288,359,NA,8,NA,NA,NA
639,5,24,['2014-04-18'],531,479,531,bat,7624,479,NA,6,NA,NA,NA
640,5,24,['2014-04-18'],103,60,60,field,2975,60,NA,4,NA,NA,NA
641,5,20,['2014-04-19'],359,336,359,field,2783,359,NA,7,NA,NA,NA
642,5,20,['2014-04-19'],69,238,69,bat,8272,238,NA,4,NA,NA,NA
643,5,11,['2014-04-20'],60,479,479,field,7624,479,NA,7,NA,NA,NA
644,5,24,['2014-04-21'],531,238,531,bat,2969,531,93,NA,NA,NA,NA
